鄉鎮市區,交易標的,土地位置建物門牌,土地面積平方公尺,都市土地使用分區,非都市土地使用分區,非都市土地使用編定,租賃年月日,租賃筆棟數,租賃層次,總樓層數,建物型態,主要用途,主要建材,建築完成年月,建物總面積平方公尺,建物現況格局-房,建物現況格局-廳,建物現況格局-衛,建物現況格局-隔間,有無管理組織,有無附傢俱,總額元,單價元平方公尺,車位類別,車位面積平方公尺,車位總額元,備註,編號
The villages and towns urban district,transaction sign,land sector position building sector house number plate,land shifting total area square meter,the use zoning or compiles and checks,the non-metropolis land use district,non-metropolis land use,transaction year month and day,transaction pen number,shifting level,total floor number,building state,main use,main building materials,construction to complete the years,building shifting total area,Building present situation pattern - room,building present situation pattern - hall,building present situation pattern - health,building present situation pattern - compartmented,Whether there is manages the organization,Whether there is attaches the furniture,total price NTD,the unit price (NTD / square meter),the berth category,berth shifting total area square meter,the berth total price NTD,the note,serial number
水上鄉,房地(土地+建物),嘉義縣水上鄉崎子頭２１６號,77.32,,鄉村區,乙種建築用地,1090426,土地1建物1車位0,全,2,透天厝,住家用,鋼筋混凝土加強磚造,0670901,107.28,2,2,2,有,無,有,6500,61,,0.0,0,,RPTNMLMKNHPFFDQ37CC
太保市,房地(土地+建物),嘉義縣太保市健康路１８３巷１０弄３３號,152.28,住,,,1090425,土地1建物1車位0,全,4,透天厝,集合住宅,鋼筋混凝土造,1010829,201.51,4,3,3,有,無,有,13829,69,,0.0,0,,RPVNMLMLNHPFFDQ67CC
水上鄉,房地(土地+建物),嘉義縣水上鄉中庄村中庄６１之１０５號,103.35,,鄉村區,乙種建築用地,1090502,土地2建物1車位0,見其他登記事項,4,店面(店鋪),住商用,鋼筋混凝土造,0820726,221.36,5,3,5,有,無,無,12000,54,,0.0,0,,RPTNMLSLNHPFFDQ08CC
太保市,房地(土地+建物)+車位,嘉義縣太保市保鐵一路二段９７號３樓之７,0.0,住,,,1090518,土地1建物1車位1,三層,16,住宅大樓(11層含以上有電梯),見其他登記事項,鋼筋混凝土造,1060421,178.3,3,2,2,有,有,有,35200,197,坡道平面,29.87,0,,RPUNMLTLNHPFFDQ28CC
太保市,房地(土地+建物)+車位,嘉義縣太保市保鐵一路二段９７號３樓之５,0.0,住,,,1090515,土地1建物1車位1,三層,16,住宅大樓(11層含以上有電梯),見其他登記事項,鋼筋混凝土造,1060421,176.6,3,2,2,有,有,有,35200,199,坡道平面,29.87,0,,RPVNMLTLNHPFFDQ38CC
太保市,房地(土地+建物)+車位,嘉義縣太保市保鐵一路二段９７號５樓之１,0.0,住,,,1090518,土地1建物1車位1,五層,16,住宅大樓(11層含以上有電梯),見其他登記事項,鋼筋混凝土造,1060421,182.26999999999998,3,2,2,有,有,有,35200,193,坡道平面,29.87,0,,RPUNMLPJOHPFFDQ77CC
朴子市,房地(土地+建物),嘉義縣朴子市仁和二路１３９號２樓１５,7.6,住,,,1090610,土地1建物1車位0,二層,8,套房(1房1廳1衛),住家用,鋼筋混凝土造,0950828,31.22,1,0,1,有,有,有,3800,122,,0.0,0,,RPVNMLKLOHPFFBQ37CC
大林鎮,房地(土地+建物),嘉義縣大林鎮興業西路１８３號,120.36,住,,,1090527,土地3建物1車位0,全,4,透天厝,見其他登記事項,鋼筋混凝土造,0981126,193.62,4,2,2,有,無,無,12000,62,,0.0,0,,RPPNMLOLOHPFFCQ27CC
太保市,房地(土地+建物)+車位,嘉義縣太保市保鐵一路二段９５號１３樓之７,0.0,住,,,1090615,土地1建物1車位1,十三層,16,住宅大樓(11層含以上有電梯),見其他登記事項,鋼筋混凝土造,1060421,175.72,2,2,2,有,有,有,37700,215,坡道平面,29.87,0,,RPTNMLKMOHPFFDQ47CC
朴子市,房地(土地+建物),嘉義縣朴子市仁和二路１３９號八樓之１,7.6,住,,,1090701,土地1建物1車位0,八層,8,套房(1房1廳1衛),住家用,鋼筋混凝土造,0950828,31.18,1,0,1,有,有,有,3600,115,,0.0,0,,RPPNMLOJPHPFFBQ07CC
太保市,房地(土地+建物),嘉義縣太保市祥和一路東段２５巷１３號１樓２,4.92,住,,,1090701,土地2建物1車位0,一層,5,套房(1房1廳1衛),見其他登記事項,鋼筋混凝土造,0920505,23.71,1,0,1,有,有,有,3600,152,,0.0,0,,RPROMLQJPHPFFDQ77CC
太保市,房地(土地+建物),嘉義縣太保市保鐵一路９９號３F５,42.25,住,,,1090624,土地1建物1車位0,見其他登記事項,15,住宅大樓(11層含以上有電梯),集合住宅,鋼筋混凝土造,1060421,123.3,3,2,2,有,有,有,9000,73,,0.0,0,,RPRNMLRJPHPFFDQ77CC
朴子市,房地(土地+建物),嘉義縣朴子市朴子市大?榔２５３-２２號,218.37,住,,,1090620,土地1建物1車位0,見其他登記事項,4,廠辦,住宅、辦公室,鋼筋混凝土加強磚造,0591013,298.0,5,2,3,有,無,無,15000,50,,0.0,0,,RPQNMLQKPHPFFBQ47CC
朴子市,房地(土地+建物),嘉義縣朴子市中興路８５號１４樓之２,14.06,住,,,1090710,土地1建物1車位0,十四層,14,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0850815,119.15,4,2,2,有,無,有,10000,84,,0.0,0,,RPRNMLRKPHPFFBQ67CC
民雄鄉,房地(土地+建物),嘉義縣民雄鄉大崎村十四甲１６-１５０號,1328.54,,鄉村區,丁種建築用地,1090702,土地2建物1車位0,一層,1,工廠,見其他登記事項,見其他登記事項,1081014,294.63,0,0,0,無,無,無,142800,,,0.0,0,,RPWNMLLLPHPFFCQ97EC
