鄉鎮市區,交易標的,土地位置建物門牌,土地面積平方公尺,都市土地使用分區,非都市土地使用分區,非都市土地使用編定,租賃年月日,租賃筆棟數,租賃層次,總樓層數,建物型態,主要用途,主要建材,建築完成年月,建物總面積平方公尺,建物現況格局-房,建物現況格局-廳,建物現況格局-衛,建物現況格局-隔間,有無管理組織,有無附傢俱,總額元,單價元平方公尺,車位類別,車位面積平方公尺,車位總額元,備註,編號
The villages and towns urban district,transaction sign,land sector position building sector house number plate,land shifting total area square meter,the use zoning or compiles and checks,the non-metropolis land use district,non-metropolis land use,transaction year month and day,transaction pen number,shifting level,total floor number,building state,main use,main building materials,construction to complete the years,building shifting total area,Building present situation pattern - room,building present situation pattern - hall,building present situation pattern - health,building present situation pattern - compartmented,Whether there is manages the organization,Whether there is attaches the furniture,total price NTD,the unit price (NTD / square meter),the berth category,berth shifting total area square meter,the berth total price NTD,the note,serial number
北屯區,建物,臺中市北屯區熱河路三段９３巷３６號,0.0,住,,,1090420,土地0建物1車位1,見其他登記事項,16,店面(店鋪),住商用,鋼筋混凝土造,0801207,400.03999999999996,6,1,3,有,有,無,29000,72,坡道平面,0.0,0,門牌整編依謄本門牌申報。租賃期間含免租金裝潢期。車位面積無法分算。,RPXOMLLKNHPFFBB68CC
北區,房地(土地+建物)+車位,臺中市北區育樂街６２號１１樓之１１,9.43,商,,,1090424,土地1建物1車位1,十一層,21,住宅大樓(11層含以上有電梯),見其他登記事項,鋼筋混凝土造,1080513,72.71000000000001,1,1,1,有,有,有,14500,342,坡道平面,34.65,0,,RPVQMLLKNHPFFBB68CC
北區,房地(土地+建物),臺中市北區西屯路二段７號８樓,7.56,住,,,1090424,土地1建物1車位0,八層,12,住宅大樓(11層含以上有電梯),國民住宅,鋼筋混凝土造,0820503,121.94,3,2,2,有,有,無,17000,139,,0.0,0,,RPXQMLLKNHPFFBB88CC
北區,房地(土地+建物)+車位,臺中市北區育樂街６２號９樓之７,9.43,商,,,1090420,土地1建物1車位2,九層,21,住宅大樓(11層含以上有電梯),見其他登記事項,鋼筋混凝土造,1080513,72.71000000000001,1,1,1,有,有,有,16500,227,其他,0.0,0,,RPURMLLKNHPFFBB68CC
西屯區,房地(土地+建物),臺中市西屯區臺灣大道四段７７１號,900.0,其他,,,1090501,土地1建物3車位0,見其他登記事項,12,辦公商業大樓,見其他登記事項,見其他登記事項,0801125,1288.24,0,0,0,無,無,有,227040,176,,0.0,0,,RPXNMLLKNHPFFCB68CC
南屯區,建物,臺中市南屯區保安七街６６號五樓之５,0.0,,,,1090509,土地0建物0車位0,五層,11,套房(1房1廳1衛),見其他登記事項,鋼筋混凝土造,1060817,34.43,1,1,1,有,有,有,7500,218,,0.0,0,,RPSOMLLKNHPFFCB28CC
南屯區,建物,臺中市南屯區保安七街６６號四樓之８,0.0,,,,1090509,土地0建物0車位0,四層,11,套房(1房1廳1衛),見其他登記事項,鋼筋混凝土造,1060817,41.37,1,1,1,有,有,有,10000,242,,0.0,0,,RPTOMLLKNHPFFCB38CC
南屯區,房地(土地+建物),臺中市南屯區大墩十街２０７號５樓之２,13.01,住,,,1090416,土地1建物1車位0,五層,7,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,0800611,134.20000000000002,3,2,2,有,有,有,18500,138,,0.0,0,,RPQPMLLKNHPFFCB18CC
西區,房地(土地+建物),臺中市西區五權路１２８號,41.99,商,,,1090416,土地1建物1車位0,見其他登記事項,11,店面(店鋪),住商用,鋼筋混凝土造,0730726,179.18,3,2,3,有,有,無,30000,167,,0.0,0,,RPWNMLLKNHPFFAB38CC
南區,房地(土地+建物)+車位,臺中市南區大慶街一段１３０巷３５號６樓,17.81,住,,,1090405,土地1建物1車位2,六層,12,住宅大樓(11層含以上有電梯),見其他登記事項,鋼筋混凝土造,0970624,117.45,3,2,2,有,有,有,18000,236,坡道機械,45.14,0,,RPSOMLLKNHPFFAB08CC
清水區,房地(土地+建物)+車位,臺中市清水區港新五路２１１號１４樓之５,21.84,商,,,1090509,土地1建物1車位1,十四層,15,住宅大樓(11層含以上有電梯),見其他登記事項,鋼筋混凝土造,1060905,168.17000000000002,3,2,2,有,有,有,22500,134,坡道平面,34.35,0,,RPSNMLLKNHPFFFB48CC
清水區,房地(土地+建物)+車位,臺中市清水區港新三路２２號８樓之３,14.99,商,,,1090507,土地1建物1車位1,八層,15,住宅大樓(11層含以上有電梯),見其他登記事項,鋼筋混凝土造,1070926,112.13,2,2,1,有,有,有,18500,165,坡道平面,32.25,0,,RPRNMLMKNHPFFFB48CC
南區,房地(土地+建物),臺中市南區南和路１５１號４樓之３,16.54,住,,,1090424,土地1建物1車位0,四層,15,住宅大樓(11層含以上有電梯),見其他登記事項,鋼筋混凝土造,1030821,125.38,3,2,2,有,有,有,21000,167,,0.0,0,,RPWNMLMKNHPFFAB48CC
南區,房地(土地+建物)+車位,臺中市南區復興北路２０號２樓之２,5.0,住,,,1090424,土地1建物1車位1,二層,15,住宅大樓(11層含以上有電梯),見其他登記事項,鋼筋混凝土造,1081007,62.34,1,1,1,有,有,有,15500,249,坡道平面,33.34,0,,RPOOMLMKNHPFFAB77CC
中區,建物,臺中市中區臺灣大道一段３２９號六樓之３,0.0,商,,,1090421,土地0建物1車位0,六層,12,套房(1房1廳1衛),商業用,鋼筋混凝土造,0810914,13.45,1,0,1,有,無,有,3000,223,,0.0,0,,RPQOMLMKNHPFFAB97CC
南區,建物,臺中市南區學府路１７１號,0.0,住,,,1090421,土地0建物2車位1,見其他登記事項,15,店面(店鋪),住商用,鋼筋混凝土造,0831228,361.97,0,2,1,有,有,無,36000,99,坡道平面,0.0,0,兩個門牌。車位面積無法分算。,RPUOMLMKNHPFFAB38CC
西屯區,建物,臺中市西屯區朝富路２１３號８樓之９,0.0,其他,,,1090416,土地0建物0車位0,,34,辦公商業大樓,見其他登記事項,鋼骨鋼筋混凝土造,1040924,21.48,12,0,0,有,有,無,20000,931,,0.0,0,,RPXNMLMKNHPFFCB78CC
南屯區,房地(土地+建物)+車位,臺中市南屯區黎明路二段５０６號１５樓,47.12,住,,,1090505,土地1建物2車位1,見其他登記事項,16,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0831024,270.85,5,2,3,有,有,有,25000,92,坡道平面,29.75,0,,RPUPMLMKNHPFFCB68CC
西屯區,建物,臺中市西屯區國安一路１２７號３樓之３,0.0,,,,1090511,土地0建物1車位0,三層,24,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0991119,43.28,2,2,1,有,有,有,17000,393,,0.0,0,,RPVPMLMKNHPFFCB78CC
南屯區,建物,臺中市南屯區大昌街４７１之１號四樓,0.0,住,,,1090425,土地0建物1車位1,四層,7,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,0821116,99.36000000000001,2,2,1,有,無,有,16000,161,升降機械,8.42,0,,RPQQMLMKNHPFFCB38CC
北區,房地(土地+建物)+車位,臺中市北區育樂街６２號７樓之７,9.43,商,,,1090420,土地1建物1車位2,七層,21,住宅大樓(11層含以上有電梯),見其他登記事項,鋼筋混凝土造,1080513,72.71000000000001,1,1,1,有,有,有,16500,227,其他,0.0,0,,RPROMLMKNHPFFBB18CC
北屯區,房地(土地+建物),臺中市北屯區安順東二街１５號６樓,15.04,住,,,1090420,土地1建物1車位0,六層,11,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0811124,109.47,2,2,2,有,有,有,19200,175,,0.0,0,,RPTOMLMKNHPFFBB38CC
北區,房地(土地+建物),臺中市北區青島一街１９之４號,25.56,住,,,1090423,土地1建物1車位0,五層,5,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,0730803,90.57,3,2,1,有,無,有,14000,155,,0.0,0,,RPUOMLMKNHPFFBB48CC
北區,房地(土地+建物)+車位,臺中市北區育樂街６２號６樓之８,9.52,商,,,1090430,土地1建物1車位1,六層,21,住宅大樓(11層含以上有電梯),見其他登記事項,鋼筋混凝土造,1080513,74.17,1,1,1,有,有,有,17000,388,坡道平面,30.64,0,,RPOPMLMKNHPFFBB97CC
西屯區,房地(土地+建物)+車位,臺中市西屯區大恩街３號７樓之２,23.29,住,,,1080508,土地1建物1車位1,七層,12,住宅大樓(11層含以上有電梯),國民住宅,鋼筋混凝土造,0851118,190.59,3,2,2,有,有,有,17100,90,坡道平面,0.0,0,臺中市包租代管案件租金市價打9折。因此案件為社會住宅包租代管案件因素，此租約訂定金額不含管理費、車位租金，管理費、停車位費用為承租人另行支付。,RPTNMLNKNHPFFCB48CC
南屯區,房地(土地+建物),臺中市南屯區市政南二路１６１號１樓,180.0,住,,,1090423,土地1建物1車位0,一層,1,店面(店鋪),住商用,鋼造,0730302,180.0,0,1,1,有,無,無,80000,444,,0.0,0,109/4/23-109/8/22 裝潢期每月租金4萬109/8/23-109/12/22每月租金8萬109/12/23-110/6/22每月租金9萬110/6/23-112/6/22每月租金10萬112/6/23-114/6/22每月租金11萬,RPSOMLNKNHPFFCB48CC
南區,建物,臺中市南區高工南路６５巷６號六樓之１,0.0,住,,,1090425,土地0建物1車位1,六層,11,住宅大樓(11層含以上有電梯),見其他登記事項,鋼筋混凝土造,1050922,187.95,4,2,2,有,有,有,26000,138,坡道平面,29.75,0,租金含管理費。,RPOQMLNKNHPFFAB08CC
潭子區,建物,臺中市潭子區復興路一段１巷２０號,0.0,住,,,1090424,土地0建物1車位0,全,4,透天厝,住商用,鋼筋混凝土造,0850829,235.03,5,3,3,有,無,無,35000,149,,0.0,0,,RPUNMLOKNHPFFHB56CC
北屯區,房地(土地+建物),臺中市北屯區松竹路二段３６８號１２樓-９,5.96,住,,,1090502,土地1建物1車位0,十二層,16,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0831210,46.01,1,1,1,有,有,有,9000,196,,0.0,0,,RPWPMLOKNHPFFBB09DC
北區,房地(土地+建物),臺中市北區漢口路四段６２號６樓-５,3.37,住,,,1090502,土地1建物1車位0,六層,14,套房(1房1廳1衛),住家用,鋼筋混凝土造,0850715,31.97,1,1,1,有,有,有,6500,203,,0.0,0,,RPXPMLOKNHPFFBB56DC
北區,房地(土地+建物),臺中市北區英才路２３８號７樓-１,6.43,住,,,1090423,土地1建物1車位0,七層,8,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,0830907,42.71,1,1,1,有,有,有,7000,164,,0.0,0,,RPOQMLOKNHPFFBB38DC
西區,房地(土地+建物),臺中市西區三民路一段５０巷８號３樓-１６,2.91,住,,,1090416,土地1建物1車位0,三層,19,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0840113,38.33,1,1,1,有,有,有,7200,188,,0.0,0,,RPROMLOKNHPFFAB38DC
烏日區,土地,高鐵段381地號,330.0,其他,,,1090415,土地1建物0車位0,,,其他,,,,0.0,0,0,0,有,無,無,40000,121,,0.0,0,上有鐵皮廠房,RPRNMLOKNHPFFIB09DC
太平區,房地(土地+建物),臺中市太平區太平路５５７號一樓,98.16,住,,,1090413,土地1建物1車位0,一層,2,店面(店鋪),見其他登記事項,加強磚造,0610201,55.42,0,0,0,無,無,無,19000,343,,0.0,0,,RPPNMLOKNHPFFJB98DC
西屯區,房地(土地+建物)+車位,臺中市西屯區河南路二段２６２號８樓之１０,31.31,商,,,1090430,土地1建物1車位1,八層,13,辦公商業大樓,商業用,鋼筋混凝土造,0800613,242.61,0,0,0,無,有,無,40000,165,坡道機械,0.0,0,,RPPQMLOKNHPFFCB48CC
西屯區,房地(土地+建物),臺中市西屯區市政北七路１８６號２４樓之５,1299.22,其他,,,1090430,土地1建物1車位0,二十四層,28,辦公商業大樓,見其他登記事項,鋼筋混凝土造,1060321,209.57999999999998,0,0,0,無,有,無,60230,287,,0.0,0,,RPTQMLOKNHPFFCB88CC
西屯區,建物,臺中市西屯區何厝街３７巷１１號二樓之２,0.0,其他,,,1090426,土地0建物1車位1,二層,12,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1010710,161.01,3,2,2,有,有,有,24000,149,坡道平面,31.44,0,,RPWQMLOKNHPFFCB56CC
北區,房地(土地+建物)+車位,臺中市北區臺灣大道二段３６０號１８樓之３,9.4,住,,,1090414,土地2建物1車位1,十八層,28,辦公商業大樓,見其他登記事項,鋼骨鋼筋混凝土造,0890603,177.76999999999998,0,0,0,無,有,有,45000,253,坡道機械,0.0,0,,RPQPMLOKNHPFFBB38CC
北區,房地(土地+建物)+車位,臺中市北區太原路一段５３２號１０樓之２,22.71,住,,,1090416,土地2建物1車位1,十層,11,辦公商業大樓,商業用,鋼筋混凝土造,0800604,191.76999999999998,0,0,0,無,有,無,30000,156,坡道機械,0.0,0,,RPWQMLOKNHPFFBB09CC
北區,房地(土地+建物),臺中市北區太平路１９巷５弄３１號,423.0,住,,,1090427,土地11建物3車位0,見其他登記事項,2,店面(店鋪),住家用,磚造,0560726,162.09,0,0,0,無,無,無,260000,1604,,0.0,0,三個門牌。,RPTQMLPKNHPFFBB88CC
北屯區,房地(土地+建物),臺中市北屯區文心路四段２８８號１５樓之２５,10.5,住,,,1090502,土地1建物1車位0,十五層,22,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1020725,125.14000000000001,2,1,2,有,有,有,24000,192,,0.0,0,,RPXQMLPKNHPFFBB66CC
北屯區,房地(土地+建物)+車位,臺中市北屯區文心路四段２８８號８樓之２３,10.16,住,,,1090429,土地1建物1車位1,八層,22,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1020725,119.55,2,1,2,有,有,有,26000,217,坡道平面,0.0,0,,RPORMLPKNHPFFBB48CC
北屯區,房地(土地+建物)+車位,臺中市北屯區文心路四段２８８號１４樓之５,10.29,住,,,1090430,土地1建物1車位1,十四層,22,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1020725,113.21000000000001,2,1,1,有,有,有,26000,230,坡道機械,0.0,0,,RPPRMLPKNHPFFBB58CC
西屯區,房地(土地+建物),臺中市西屯區櫻城五街２１-５號８樓之６,11.61,住,,,1090415,土地1建物1車位0,八層,8,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,0840621,69.18,2,2,2,有,無,有,14000,202,,0.0,0,,RPOOMLPKNHPFFCB28CC
西屯區,房地(土地+建物),臺中市西屯區永輝路９３號,442.0,工,,,1090423,土地1建物1車位0,見其他登記事項,3,工廠,見其他登記事項,鋼筋混凝土造,0971113,1856.01,0,0,0,無,無,無,250000,,,0.0,0,,RPXOMLPKNHPFFCB56CC
南屯區,建物,臺中市南屯區大墩十六街２０號四樓,0.0,住,,,1090427,土地0建物1車位1,四層,7,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,0800613,212.75,4,2,2,有,有,有,21800,102,坡道平面,0.0,0,,RPRPMLPKNHPFFCB68CC
西區,房地(土地+建物)+車位,臺中市西區東興路三段１５８-１.１６０號１+２樓,217.0,住,,,1090511,土地1建物1車位1,見其他登記事項,14,店面(店鋪),住家用,鋼筋混凝土造,0830625,128.47,0,0,2,有,無,有,85000,662,坡道平面,0.0,0,,RPXOMLPKNHPFFAB98CC
南區,房地(土地+建物),臺中市南區忠明南路７８９號２１樓,13.23,住,,,1090430,土地1建物1車位0,二十一層,42,辦公商業大樓,商業用,見其他登記事項,0821218,315.91999999999996,0,0,0,無,有,無,42000,133,,0.0,0,,RPTQMLPKNHPFFAB78CC
南屯區,房地(土地+建物)+車位,臺中市南屯區大業路５６３號十三樓之３,13.53,住,,,1090430,土地1建物1車位1,十三層,16,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0840128,121.5,3,2,2,有,有,有,41000,337,坡道平面,0.0,0,,RPPNMLQKNHPFFCB38CC
南屯區,建物,臺中市南屯區保安七街６６號二樓之１３,0.0,,,,1090514,土地0建物0車位0,二層,11,套房(1房1廳1衛),見其他登記事項,鋼筋混凝土造,1060817,41.92,1,1,1,有,有,有,9000,215,,0.0,0,,RPRNMLQKNHPFFCB58CC
北屯區,房地(土地+建物)+車位,臺中市北屯區崇德十六路１６６號四樓之６,20.93,住,,,1090509,土地2建物1車位1,四層,15,住宅大樓(11層含以上有電梯),見其他登記事項,鋼筋混凝土造,1081122,181.22,3,2,2,有,有,無,27000,149,坡道平面,33.07,0,,RPPNMLQKNHPFFBB28CC
北屯區,房地(土地+建物),臺中市北屯區遼陽北一街３５號１樓,9.91,住,,,1090419,土地1建物1車位0,一層,7,華廈(10層含以下有電梯),住商用,鋼筋混凝土造,0821201,52.06999999999999,0,0,1,有,無,無,8000,154,,0.0,0,,RPSNMLQKNHPFFBB58CC
北區,房地(土地+建物)+車位,臺中市北區中清路一段１００號５樓之１，５樓之２,63.55,商,,,1090508,土地1建物2車位4,五層,20,辦公商業大樓,見其他登記事項,鋼筋混凝土造,0801130,870.4100000000001,0,0,0,無,有,無,135000,155,坡道機械,0.0,0,,RPSRMLSKNHPFFBB56CC
北屯區,建物,臺中市北屯區敦化路一段６３７號十二樓之１,0.0,住,,,1090429,土地0建物1車位1,十二層,12,住宅大樓(11層含以上有電梯),見其他登記事項,鋼筋混凝土造,1060310,118.42,2,2,1,有,有,有,23000,194,坡道機械,24.44,0,租金含管理費。,RPTSMLSKNHPFFBB76CC
北屯區,房地(土地+建物),臺中市北屯區昌平路一段２９８號４樓之１,32.62,住,,,1090509,土地1建物1車位0,四層,4,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,0721005,91.91,3,2,1,有,無,有,13200,144,,0.0,0,臺中市包租代管案件租金市價打9折。,RPUSMLSKNHPFFBB86CC
北屯區,房地(土地+建物),臺中市北屯區瀋陽路二段１３５號２樓之２,32.13,住,,,1090419,土地1建物1車位0,二層,5,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,0711116,111.89999999999999,3,2,2,有,無,有,15000,134,,0.0,0,,RPTTMLSKNHPFFBB86CC
西屯區,房地(土地+建物),臺中市西屯區華美西街二段３１１號９樓之５,22.71,住,,,1090504,土地1建物1車位0,九層,15,辦公商業大樓,見其他登記事項,鋼筋混凝土造,0780916,183.75,0,0,0,無,有,無,22000,120,,0.0,0,,RPOOMLSKNHPFFCB58CC
