鄉鎮市區,交易標的,土地位置建物門牌,土地面積平方公尺,都市土地使用分區,非都市土地使用分區,非都市土地使用編定,租賃年月日,租賃筆棟數,租賃層次,總樓層數,建物型態,主要用途,主要建材,建築完成年月,建物總面積平方公尺,建物現況格局-房,建物現況格局-廳,建物現況格局-衛,建物現況格局-隔間,有無管理組織,有無附傢俱,總額元,單價元平方公尺,車位類別,車位面積平方公尺,車位總額元,備註,編號
The villages and towns urban district,transaction sign,land sector position building sector house number plate,land shifting total area square meter,the use zoning or compiles and checks,the non-metropolis land use district,non-metropolis land use,transaction year month and day,transaction pen number,shifting level,total floor number,building state,main use,main building materials,construction to complete the years,building shifting total area,Building present situation pattern - room,building present situation pattern - hall,building present situation pattern - health,building present situation pattern - compartmented,Whether there is manages the organization,Whether there is attaches the furniture,total price NTD,the unit price (NTD / square meter),the berth category,berth shifting total area square meter,the berth total price NTD,the note,serial number
苓雅區,房地(土地+建物),高雄市苓雅區武廟路９５號１２F-１,8.09,商,,,1070715,土地1建物1車位0,十二層,13,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1030127,86.66,1,2,1,有,有,有,18000,208,,0.0,0,,RPQNMLLKQHNFFBE28CC
前鎮區,房地(土地+建物),高雄市前鎮區瑞隆路６４３號,58.0,商,,,1070731,土地3建物1車位0,全,4,透天厝,住家用,鋼筋混凝土造,0830926,88.21,0,0,0,無,無,無,25000,283,,0.0,0,租1樓+地下室13.2坪,RPQNMLLKQHNFFCE38CC
前鎮區,房地(土地+建物),高雄市前鎮區一心一路３９號,186.0,商,,,1070725,土地1建物1車位0,全,4,透天厝,住商用,鋼筋混凝土造,0870327,116.66,0,0,0,無,無,有,40000,343,,0.0,0,,RPRNMLLKQHNFFCE48CC
左營區,房地(土地+建物)+車位,高雄市左營區大中二路７５９號５F,14.78,住,,,1070717,土地1建物1車位1,五層,15,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1000628,139.01999999999998,4,2,2,有,有,有,20500,147,坡道平面,15.05,0,,RPPNMLLKQHNFFEE48CC
鳳山區,建物,高雄市鳳山區濱山街５７之５號,0.0,住,,,1070727,土地0建物1車位0,六層,7,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,0701115,108.37,3,2,2,有,有,有,11000,102,,0.0,0,,RPSNMLLKQHNFFGE98CC
鳳山區,建物,高雄市鳳山區文福街５０號８樓,0.0,住,,,1070730,土地0建物1車位0,八層,15,住宅大樓(11層含以上有電梯),見其他登記事項,鋼筋混凝土造,0990110,54.19,2,1,1,有,無,有,12000,221,,0.0,0,,RPTNMLLKQHNFFGE09CC
鳳山區,建物,高雄市鳳山區南江街１６巷２３之４號,0.0,住,,,1070731,土地0建物1車位0,五層,5,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,0681119,53.64,3,1,1,有,無,有,9000,168,,0.0,0,,RPUNMLLKQHNFFGE56CC
鳥松區,房地(土地+建物),高雄市鳥松區大埤路２０３號,122.0,住,,,1070807,土地1建物1車位0,全,4,透天厝,見其他登記事項,鋼筋混凝土造,0961212,262.22,5,2,4,有,無,無,35000,133,,0.0,0,,RPQNMLLKQHNFFIE98CC
前鎮區,房地(土地+建物),高雄市前鎮區福祥街２９號,60.0,住,,,1070801,土地1建物1車位0,全,3,透天厝,,鋼筋混凝土造,0741008,31.52,0,0,0,無,無,有,13000,412,,0.0,0,,RPPNMLMKQHNFFCE48DC
