編號,屋齡,建物移轉面積平方公尺,主要用途,主要建材,建築完成日期,總層數,建物分層,移轉情形
The serial number,room age,building shifting area square meter,the main use,main building materials,construction completes the date,total layer,building lamination,
RPWNMLKKRHJGFAX77CC,9,23.00,住家用,鋼筋混凝土造,104年11月5日,四層,,
RPPNMLTKQHJGFAX97DC,43,107.64,住家用,鋼筋混凝土加強磚造,70年7月14日,二層,,
RPQOMLKKRHJGFAX27CC,13,13.00,住家用,鋼筋混凝土造,100年6月1日,三層,,
RPUNMLKKRHJGFAX57CC,9,17.00,住家用,鋼筋混凝土造,104年11月5日,四層,,
RPXNMLKKRHJGFAX87CC,9,17.00,住家用,鋼筋混凝土造,104年11月5日,四層,,
RPTNMLOLRHJGFAX97CC,29,31.90,住家用,鋼筋混凝土造,85年1月18日,四層,,
RPVNMLKKRHJGFAX67CC,9,13.00,住家用,鋼筋混凝土造,104年11月5日,四層,,
RPPOMLKKRHJGFAX17CC,13,29.00,住家用,鋼筋混凝土造,100年6月1日,三層,,
RPPNMLOLRHJGFAX57CC,5,33.10,住家用,鋼筋混凝土造,108年3月27日,三層,,
RPPNMLRKRHJGFAX77CC,13,13.00,住家用,鋼筋混凝土造,100年6月1日,三層,,
RPRNMLOLRHJGFAX77CC,14,46.20,住家用,鋼筋混凝土造,99年11月5日,三層,,
RPQNMLKLJIJGFAX56CC,23,25.11,住商用,鋼筋混凝土造,90年9月18日,三層,,
RPRNMLKLJIJGFAX66CC,23,25.11,住商用,鋼筋混凝土造,90年9月18日,三層,,
RPSNMLOLRHJGFAX87CC,23,35.00,住商用,鋼筋混凝土造,90年9月18日,三層,,
RPPNMLLKIIJGFAX98CC,9,16.00,住家用,鋼筋混凝土造,104年11月5日,四層,,
RPQNMLOLRHJGFAX67CC,5,33.10,住家用,鋼筋混凝土造,108年3月27日,三層,,
RPOOMLKKRHJGFAX07CC,9,23.00,住家用,鋼筋混凝土造,104年11月5日,四層,,
RPRNMLLKIIJGFAX56CC,9,23.00,住家用,鋼筋混凝土造,104年11月5日,四層,,
RPQNMLLKIIJGFAX09CC,9,23.00,住家用,鋼筋混凝土造,104年11月5日,四層,,
RPPNMLKMIIJGFAX09CC,9,24.00,住家用,鋼筋混凝土造,104年11月5日,四層,,
RPPNMLLKJIJGFAX09CC,9,24.00,住家用,鋼筋混凝土造,104年11月5日,四層,,
RPPNMLKLJIJGFAX09CC,14,32.70,住家用,鋼筋混凝土造,99年11月5日,三層,,
