編號,屋齡,建物移轉面積平方公尺,主要用途,主要建材,建築完成日期,總層數,建物分層,移轉情形
RPSNMLNKJIJGFDH28CC,30,32.55,共有部份,鋼筋混凝土造,84年3月24日,十五層,,
RPVNMLNKJIJGFDH58CC,22,58.98,住家用,鋼筋混凝土造,92年1月6日,九層,,
RPVNMLNKJIJGFDH58CC,22,14.10,人行道、梯間、機械窒、水箱,鋼筋混凝土造,92年1月6日,九層,,
RPVNMLNKJIJGFDH58CC,22,10.61,防空避難室、停車空間、台電受電室,鋼筋混凝土造,92年1月6日,九層,,
RPWNMLNKJIJGFDH68CC,17,48.20,集合住宅,鋼筋混凝土造,96年7月26日,十二層,,
RPWNMLNKJIJGFDH68CC,17,13.73,防空避難室兼停車空間，台電受電室，電信室，管理室，發電機房，梯間，消防泵浦室，蓄水池，污水機房，社區中心,鋼筋混凝土造,96年7月26日,十二層,,
RPWNMLNKJIJGFDH68CC,17,13.55,梯間，機械室，水箱,鋼筋混凝土造,96年7月26日,十二層,,
RPVNMLNKJIJGFFH78CC,14,84.31,住家用,鋼筋混凝土造,99年12月13日,十層,,
RPVNMLNKJIJGFFH78CC,14,39.19,本共有部分之項目有：防空避難室、停車空間、公共空間。,鋼筋混凝土造,99年12月13日,十層,,
RPVNMLNKJIJGFFH78CC,14,16.88,本共有部分之項目有：公共空間、梯間、機械室、水箱。,鋼筋混凝土造,99年12月13日,十層,,
RPWNMLNKJIJGFFH88CC,26,89.40,住家用,鋼筋混凝土造,87年11月20日,八層,,
RPWNMLNKJIJGFFH88CC,26,10.15,共有部份,鋼筋混凝土造,87年11月20日,八層,,
RPWNMLNKJIJGFFH88CC,26,21.34,共有部份,鋼筋混凝土造,87年11月20日,九層,,
RPWNMLNKJIJGFFH88CC,26,4.51,共有部份,鋼筋混凝土造,87年11月20日,九層,,
RPQNMLNKJIJGFHH48CC,1,50.04,集合住宅,鋼筋混凝土造,113年4月18日,二十二層,,
RPSNMLNKJIJGFHH68CC,4,62.90,住家用,鋼筋混凝土造,109年9月9日,十四層,,
RPQNMLNKJIJGFHH48CC,1,10.31,共有部分項目有：防空避難室兼停車空間、停車空間、機房等３項,鋼筋混凝土造,113年4月18日,二十二層,,
RPQNMLNKJIJGFHH48CC,1,15.08,共有部分之項目有：機房、集合住宅（附屬大廳、管委會空間）、屋頂水箱等３項。,鋼筋混凝土造,113年4月18日,二十二層,,
RPSNMLNKJIJGFHH68CC,4,29.08,共有部分之項目有：停車空間，汙雨水回收機房，消防泵浦室，蓄水池，梯間，發電機室，電信室，防空避難室兼停車空間，台電配電場所、垃圾冷藏處理室，集合住宅(附屬管委會使用空間，梯間) ，機房，水箱等項。,鋼筋混凝土造,109年9月9日,十五層,,
RPPOMLNKJIJGFHH48CC,2,90.33,集合住宅,鋼筋混凝土造,112年2月17日,十五層,,
RPPOMLNKJIJGFHH48CC,2,80.33,共有部分之項目有：防空避難室兼停車空間、停車空間、集合住宅（附屬管委會使用空間）、梯間、電梯機房、水箱等六項。,鋼筋混凝土造,112年2月17日,十五層,,
RPOOMLMKJIJGFGH18CC,47,53.02,住家用,磚造,67年3月24日,一層,,
RPPOMLMKJIJGFGH28CC,46,53.86,住家用,磚造,67年10月1日,一層,,
RPPNMLNKJIJGFGH28CC,43,98.70,住家用,加強磚造,70年12月17日,二層,,
RPUNMLMKJIJGFGH68CC,29,65.57,住家用,鋼筋混凝土造,85年3月16日,十二層,,
RPUNMLMKJIJGFGH68CC,29,3.25,共有部份,鋼筋混凝土造,85年3月16日,十二層,,
RPUNMLMKJIJGFGH68CC,29,6.96,共有部份,鋼筋混凝土造,85年3月16日,十二層,,
RPUNMLMKJIJGFGH68CC,29,9.53,共有部份,鋼筋混凝土造,85年3月16日,十二層,,
RPWNMLMKJIJGFGH88CC,9,63.36,住家用,鋼筋混凝土造,104年10月6日,十五層,,
RPWNMLMKJIJGFGH88CC,9,51.75,共有部份,鋼筋混凝土造,104年10月6日,十五層,,
RPWNMLMKJIJGFGH88CC,9,16.16,共有部份,鋼筋混凝土造,104年10月6日,十五層,,
RPUNMLNKJIJGFEH58CC,12,188.83,住家用,鋼筋混凝土造,101年11月6日,十層,,
RPPOMLMKJIJGFEH08CC,,51.41,住家用,鋼筋混凝土造,113年6月17日,十四層,,
RPPOMLMKJIJGFEH08CC,,58.16,共有部份,鋼筋混凝土造,113年6月17日,十四層,,
RPTNMLOKJIJGFBH28CC,42,73.80,住家用,鋼筋混凝土造,71年10月28日,五層,,
RPTNMLOKJIJGFBH28CC,42,4.85,共有部份,鋼筋混凝土造,71年10月28日,五層,,
RPPNMLMJJIJGFGH08CC,30,79.44,住家用,鋼筋混凝土造,83年8月31日,七層,,
RPPNMLMJJIJGFGH08CC,30,18.54,共有部份,鋼筋混凝土造,83年8月31日,七層,,
RPPNMLMJJIJGFGH08CC,30,5.41,共有部份,鋼筋混凝土造,83年8月31日,七層,,
RPUNMLOKJIJGFBH38CC,31,92.39,住家用,鋼筋混凝土造,83年2月5日,七層,,
RPUNMLOKJIJGFBH38CC,31,40.27,共有部份,鋼筋混凝土造,83年2月5日,七層,,
RPTOMLOKJIJGFBH38CC,3,76.28,集合住宅,鋼筋混凝土造,110年9月3日,十五層,,
RPTOMLOKJIJGFBH38CC,3,68.61,本共有部分之項目有：防空避難室兼停車空間、汙水雨水機房、消防泵浦室、發電機室、蓄水池、梯間、停車空間、電信室、台電配電場所、垃圾冷藏室、管委會空間、機械室、水箱、排煙室、梯廳、垃圾回收室、梯廳（排煙室）、公共服務空間及管委會使用空間等十九項,鋼筋混凝土造,110年9月3日,十五層,,
RPTOMLNKJIJGFAH18CC,42,82.02,住家用,鋼筋混凝土造,71年6月3日,五層,,
RPTPMLOKJIJGFAH38CC,29,99.52,住家用,鋼筋混凝土造,84年11月6日,十二層,,
RPTPMLOKJIJGFAH38CC,29,38.34,共有部份,鋼筋混凝土造,84年11月6日,十二層,,
RPRPMLOKJIJGFAH18CC,29,94.50,住家用,鋼筋混凝土造,84年5月19日,十六層,,
RPRPMLOKJIJGFAH18CC,29,23.21,共有部份,鋼筋混凝土造,84年5月19日,十六層,,
RPRSMLOKJIJGFAH48CC,36,125.21,住家用,鋼筋混凝土造,78年1月26日,五層,,
RPRPMLOKJIJGFAH18CC,29,10.08,共有部份,鋼筋混凝土造,84年5月19日,十六層,,
RPRSMLOKJIJGFAH48CC,36,13.18,共有部份,鋼筋混凝土造,78年5月12日,五層,,
RPRPMLMKJIJGFAH97CC,35,40.46,住家用,鋼筋混凝土造,78年9月30日,十層,,
RPVPMLMKJIJGFAH38CC,22,85.94,住家用,鋼筋混凝土造,91年11月8日,十層,,
RPRPMLMKJIJGFAH97CC,35,6.01,共有部份,鋼筋混凝土造,78年9月30日,十層,,
RPVPMLMKJIJGFAH38CC,22,29.42,共有部份,鋼筋混凝土造,91年11月8日,十層,,
RPRPMLMKJIJGFAH97CC,35,3.98,共有部份,鋼筋混凝土造,78年9月30日,十層,,
RPWNMLOKJIJGFAH48CC,41,81.19,住家用,鋼筋混凝土造,72年5月16日,五層,,
RPWNMLOKJIJGFAH48CC,41,5.34,共有部份,鋼筋混凝土造,72年5月16日,五層,,
RPPNMLMKJIJGFAH57CC,5,61.22,住家用,鋼筋混凝土造,108年5月28日,十五層,,
RPPNMLMKJIJGFAH57CC,5,41.99,本共有部分之項目有：集合住宅（附屬防空避難室兼停車空間、消防泵浦室、污雨水機房、蓄水池、梯間、停車空間、發電機室、垃圾冷藏室、機房、電信室、台電配電場所、管理委員會使用空間、機械室、水箱）等項。,鋼筋混凝土造,108年5月28日,十五層,,
RPPOMLOKJIJGFAH87CC,50,99.92,住家用,加強磚造,64年1月23日,二層,,
RPPPMLOKJIJGFAH97CC,4,71.77,住家用,鋼筋混凝土造,109年12月30日,十五層,,
RPPPMLOKJIJGFAH97CC,4,61.80,本共有部分項目：集合住宅（附屬管委會使用空間、車道、梯間）、梯間、水箱、機械室、停車空間、發電機房、台電配電場所、垃圾冷藏室、水循環機房、機房、電信室、防空避難室兼停車空間、污水機房、雨水機房、消防泵浦室、蓄水池等９項。,鋼筋混凝土造,109年12月30日,十五層,,
RPUPMLMKJIJGFAH28CC,27,128.79,住家用,鋼筋混凝土造,87年3月31日,八層,,
RPUPMLMKJIJGFAH28CC,27,12.71,共有部分,鋼筋混凝土造,87年3月31日,八層,,
RPUPMLMKJIJGFAH28CC,27,26.00,共有部分,鋼筋混凝土造,87年3月31日,八層,,
RPPSMLOKJIJGFAH28CC,17,53.57,住家用,鋼筋混凝土造,96年10月23日,十三層,,
RPQOMLNKJIJGFAH87CC,6,69.23,住家用,鋼筋混凝土造,108年4月12日,十五層,,
RPPSMLOKJIJGFAH28CC,17,54.40,共有部份,鋼筋混凝土造,96年10月23日,十三層,,
RPTQMLNKJIJGFAH38CC,44,61.14,住家用,鋼筋混凝土造,70年4月16日,四層,,
RPQSMLOKJIJGFAH38CC,14,85.36,住家用,鋼筋混凝土造,100年3月9日,十五層,,
RPQOMLNKJIJGFAH87CC,6,70.57,本共有部分之項目有：消防泵浦室、發電機室、蓄水池、污水機房、梯間、雨水回收機房及雨水貯集滯洪機房、停車空間、防空避難室兼停車空間、台電配電場所、垃圾冷藏處理室、電信室、集合住宅（附屬公共服務空間、管委會使用空間、車道）及水箱、機械室等。,鋼筋混凝土造,108年4月12日,十五層,,
RPQSMLOKJIJGFAH38CC,14,68.49,本共有部分之主要項目有：附屬防空避難室兼停車空間、蓄水池、消防泵浦室、污水機房、發電機室、台電受電室、電信室、水池機房、管理室、開放空間、公共服務空間、垃圾處理空間、梯間、機械室及水箱等拾伍項。,鋼筋混凝土造,100年3月9日,十五層,,
RPSPMLNKJIJGFAH18CC,30,69.08,住家用,鋼筋混凝土造,84年2月14日,十二層,,
RPSPMLNKJIJGFAH18CC,30,15.86,共有部份,鋼筋混凝土造,84年2月14日,十二層,,
RPSPMLNKJIJGFAH18CC,30,17.46,共有部份,鋼筋混凝土造,84年2月14日,十二層,,
RPOPMLOKJIJGFBH97CC,,48.25,集合住宅,鋼筋混凝土造,113年6月13日,二十層,,
RPOPMLOKJIJGFBH97CC,,24.83,本共有部份之項目有：停車空間、防空避難室兼停車空間、集合住宅及辦公室（附屬梯廳，管委會使用空間）、機電設備空間、廁所、水箱等７項。,鋼筋混凝土造,113年6月13日,二十一層,,
RPUNMLOKJIJGFDH58CC,30,93.95,住家用,鋼筋混凝土造,84年3月24日,十層,,
RPUNMLOKJIJGFDH58CC,30,8.86,共有部份,鋼筋混凝土造,84年3月24日,十層,,
RPUNMLOKJIJGFDH58CC,30,10.87,共有部份,鋼筋混凝土造,84年3月24日,十層,,
RPQPMLOKJIJGFBH18CC,32,111.77,住家用,鋼筋混凝土造,81年11月14日,六層,,
RPQPMLOKJIJGFBH18CC,32,33.15,共有部份,鋼筋混凝土造,81年11月14日,六層,,
RPVNMLOKJIJGFDH68CC,27,86.34,住家用,鋼筋混凝土造,86年12月24日,十三層,,
RPVNMLOKJIJGFDH68CC,27,13.17,防空避難室、管理中心,鋼筋混凝土造,86年12月24日,十三層,,
RPVNMLOKJIJGFDH68CC,27,11.45,樓梯間、電梯間、機房、水箱,鋼筋混凝土造,86年12月24日,十三層,,
RPRNMLOKJIJGFDH28CC,9,85.96,住家用,鋼筋混凝土造,104年5月25日,十五層,,
RPRNMLOKJIJGFDH28CC,9,74.52,本共有部分之項目有管理室（附屬公共服務空間、梯間）（附屬梯間、水箱、機房）（附屬停車空間、台電配電場所、電信室、水循環設備、梯間）（附屬停車空間、梯間）（附屬雨水機房）（附屬防空避難室兼停車空間、蓄水池、消防泵浦室、污水處理設備、發電機室、梯間）等二十項,鋼筋混凝土造,104年5月25日,十五層,,
RPVNMLOKJIJGFEH78CC,2,86.09,住家用,鋼筋混凝土造,112年4月11日,十一層,,
RPVNMLOKJIJGFEH78CC,2,71.20,共有部份,鋼筋混凝土造,112年4月11日,十一層,,
RPUNMLOKJIJGFEH68CC,45,174.48,住家用,加強磚造,69年3月1日,二層,,
RPPNMLOKJIJGFEH18CC,29,24.86,住家用,鋼筋混凝土造,84年9月25日,二十層,,
RPPNMLOKJIJGFEH18CC,29,3.02,共有部份,鋼筋混凝土造,84年9月25日,二十層,,
RPPNMLOKJIJGFEH18CC,29,6.76,共有部份,鋼筋混凝土造,84年9月25日,二十層,,
RPSPMLOKJIJGFBH38CC,30,77.86,住家用,鋼筋混凝土造,83年5月24日,十二層,,
RPSPMLOKJIJGFBH38CC,30,14.59,共有部份,鋼筋混凝土造,83年5月24日,十二層,,
RPXRMLOKJIJGFBH09CC,18,227.06,店舖、住宅、停車空間、樓梯間,鋼筋混凝土造,95年11月15日,四層,,
RPXRMLOKJIJGFBH09CC,18,.12,共有部份,鋼筋混凝土造,95年11月15日,一層,,
RPUPMLOKJIJGFBH58CC,44,87.36,住家用,鋼筋混凝土造,70年1月7日,四層,,
RPTRMLOKJIJGFBH68CC,13,181.32,店舖、住宅、住宅（附屬停車空間）,鋼筋混凝土造,100年9月3日,四層,,
RPQQMLOKJIJGFBH28CC,33,42.78,住家用,鋼筋混凝土造,80年11月25日,五層,,
RPQQMLOKJIJGFBH28CC,33,7.03,共有部份,鋼筋混凝土造,80年11月25日,五層,,
RPXNMLOKJIJGFDH88CC,28,76.74,住家用,鋼筋混凝土造,85年11月6日,十二層,,
RPXNMLOKJIJGFDH88CC,28,14.03,共有部份,鋼筋混凝土造,85年11月6日,十二層,,
RPXNMLOKJIJGFDH88CC,28,10.18,共有部份,鋼筋混凝土造,85年11月6日,十二層,,
RPPRMLOKJIJGFBH28CC,28,79.14,住家用,鋼筋混凝土造,85年9月4日,十二層,,
RPPRMLOKJIJGFBH28CC,28,.00,共有部份,鋼筋混凝土造,85年9月4日,十三層,,
RPPRMLOKJIJGFBH28CC,28,11.38,共有部份,鋼筋混凝土造,85年9月4日,十三層,,
RPPRMLOKJIJGFBH28CC,28,9.05,共有部份,鋼筋混凝土造,85年9月4日,十三層,,
RPUNMLOKJIJGFHH98CC,1,63.38,集合住宅,鋼筋混凝土造,113年1月15日,二十二層,,
RPUNMLOKJIJGFHH98CC,1,18.86,共有部分之項目有：梯間、機械室、水箱、電梯機械室等四項。,鋼筋混凝土造,113年1月15日,二十二層,,
RPUNMLOKJIJGFHH98CC,1,36.29,共有部分之項目有：防空避難室兼停車空間、停車空間、集合住宅（附屬管委會空間、防災中心）等四項。,鋼筋混凝土造,113年1月15日,二十二層,,
RPPNMLPKJIJGFAH87CC,43,65.32,住家用,鋼筋混凝土造,70年10月22日,五層,,
RPPOMLPKJIJGFAH97CC,5,63.15,住家用,鋼筋混凝土造,108年10月18日,五層,,
RPPOMLPKJIJGFAH97CC,5,17.37,本共有部份項目有：樓梯間、水箱。,鋼筋混凝土造,108年10月18日,五層,,
RPVNMLPKJIJGFAH48CC,27,27.74,辦公室,鋼筋混凝土造,86年11月17日,十四層,,
RPVNMLPKJIJGFAH48CC,27,8.71,共有部份,鋼筋混凝土造,86年11月17日,十四層,,
RPVNMLPKJIJGFAH48CC,27,2.03,共有部份,鋼筋混凝土造,86年11月17日,十四層,,
RPWNMLOKJIJGFHH56CC,28,83.71,住家用,鋼筋混凝土造,86年4月18日,六層,,
RPWNMLOKJIJGFHH56CC,28,19.03,共有部份,鋼筋混凝土造,86年4月18日,六層,,
RPWNMLOKJIJGFHH56CC,28,35.16,共有部份,鋼筋混凝土造,86年4月18日,六層,,
RPPNMLOKJIJGFGH38CC,42,85.14,住家用,鋼筋混凝土造,72年4月15日,五層,,
RPWNMLPKJIJGFAH58CC,5,18.57,住家用,鋼筋混凝土造,108年12月18日,九層,,
RPWNMLPKJIJGFAH58CC,5,12.55,本共有部分之項目有：集合住宅（附屬停車空間）、電梯間、梯間、機電空間、機房、水箱、防空避難室、汽車升降機道、停車空間等項。,鋼筋混凝土造,108年12月18日,九層,,
RPSNMLOKJIJGFGH68CC,45,193.01,住家用,加強磚造,68年7月9日,二層,,
RPPNMLPKJIJGFBH97CC,13,40.84,集合住宅,鋼筋混凝土造,100年9月5日,十五層,,
RPPNMLPKJIJGFBH97CC,13,13.22,本建物用途為：樓梯間、電梯、蓄水池、機械室、水箱等五項。,鋼筋混凝土造,100年9月5日,十五層,,
RPPNMLPKJIJGFBH97CC,13,51.49,本建物用途為：緊急發電機房、電信機房、台電配電場所、防空避難室兼停車空間、消防泵浦機房、梯間、污水機房、管委會使用空間、梯廳、管理員室、門廊、電梯、廣場式開放空間等１３項。,鋼筋混凝土造,100年9月5日,十五層,,
RPOOMLPKJIJGFAH87CC,30,102.43,住家用,鋼筋混凝土造,83年9月15日,八層,,
RPOOMLPKJIJGFAH87CC,30,13.44,共有部份,鋼筋混凝土造,83年9月15日,八層,,
RPOOMLPKJIJGFAH87CC,30,39.61,共有部份,鋼筋混凝土造,83年9月15日,八層,,
RPVNMLOKJIJGFFH88CC,46,92.64,住家用,加強磚造,68年2月5日,二層,,
RPXNMLPKJIJGFBH78CC,44,66.48,住家用,鋼筋混凝土造,70年1月8日,四層,,
RPSOMLOKJIJGFEH58CC,22,65.58,住家用,鋼筋混凝土造,92年3月14日,九層,,
RPSOMLOKJIJGFEH58CC,22,6.13,共有部份,鋼筋混凝土造,92年3月14日,九層,,
RPSOMLOKJIJGFEH58CC,22,15.45,共有部份,鋼筋混凝土造,92年3月14日,九層,,
RPQNMLPKJIJGFBH08CC,28,93.17,住家用,鋼筋混凝土造,86年2月27日,十七層,,
RPUOMLOKJIJGFFH88CC,17,63.50,住家用,鋼筋混凝土造,97年4月25日,十五層,,
RPQNMLPKJIJGFBH08CC,28,14.65,共有部份,鋼筋混凝土造,86年2月27日,十七層,,
RPQNMLPKJIJGFBH08CC,28,2.00,共有部份,鋼筋混凝土造,86年2月27日,十七層,,
RPTNMLPKJIJGFAH28CC,29,25.66,住家用,鋼筋混凝土造,84年12月30日,十二層,,
RPTNMLPKJIJGFAH28CC,29,7.67,共有部份,鋼筋混凝土造,84年12月30日,十二層,,
RPQNMLOKJIJGFFH38CC,25,91.62,住家用,鋼筋混凝土造,88年11月25日,十二層,,
RPUOMLOKJIJGFFH88CC,17,39.91,共有部份,鋼筋混凝土造,97年4月25日,,,
RPQNMLOKJIJGFFH38CC,25,13.14,共有部份,鋼筋混凝土造,88年11月25日,十二層,,
RPQNMLOKJIJGFFH38CC,25,19.41,共有部份,鋼筋混凝土造,88年11月25日,十二層,,
RPUOMLOKJIJGFFH88CC,17,17.91,共有部份,鋼筋混凝土造,97年4月25日,十五層,,
RPWNMLPKJIJGFBH68CC,21,62.00,住家用,鋼筋混凝土造,92年7月15日,十三層,,
RPWNMLPKJIJGFBH68CC,21,14.50,共有部份,鋼筋混凝土造,92年7月15日,十三層,,
RPWNMLPKJIJGFBH68CC,21,10.78,共有部份,鋼筋混凝土造,92年7月15日,十三層,,
RPUNMLOKJIJGFGH88CC,30,93.84,住家用,鋼筋混凝土造,84年2月21日,十六層,,
RPUNMLOKJIJGFGH88CC,30,11.28,共有部份,鋼筋混凝土造,84年2月21日,十六層,,
RPUNMLOKJIJGFGH88CC,30,14.07,共有部份,鋼筋混凝土造,84年2月21日,十六層,,
RPPPMLPKJIJGFAH08CC,46,92.27,住家用,鋼筋混凝土造,67年7月27日,四層,,
RPUOMLPKJIJGFAH48CC,30,85.06,住家用,鋼筋混凝土造,83年10月5日,十七層,,
RPUOMLPKJIJGFAH48CC,30,2.86,共有部份,鋼筋混凝土造,83年10月5日,十七層,,
RPUOMLPKJIJGFAH48CC,30,12.08,共有部份,鋼筋混凝土造,83年10月5日,十七層,,
RPUOMLPKJIJGFBH58CC,23,44.77,住家用,鋼筋混凝土造,90年7月16日,十四層,,
RPUOMLPKJIJGFBH58CC,23,8.21,共有部份,鋼筋混凝土造,90年7月16日,十四層,,
RPXOMLPKJIJGFBH88CC,18,243.61,店舖、住宅、停車空間、樓梯間,鋼筋混凝土造,96年4月14日,五層,,
RPUOMLPKJIJGFBH58CC,23,34.74,共有部份,鋼筋混凝土造,90年7月16日,十四層,,
RPUPMLPKJIJGFBH68CC,35,18.51,住家用,鋼筋混凝土造,78年5月29日,五層,,
RPXOMLPKJIJGFBH88CC,18,1.19,共有部份,鋼筋混凝土造,96年4月14日,一層,,
RPOPMLPKJIJGFAH97CC,29,78.73,住家用,鋼筋混凝土造,84年11月16日,八層,,
RPUPMLPKJIJGFBH68CC,35,5.98,共有部份,鋼筋混凝土造,78年5月29日,五層,,
RPOPMLPKJIJGFAH97CC,29,56.60,共有部份,鋼筋混凝土造,84年11月16日,八層,,
RPWOMLPKJIJGFBH78CC,40,114.26,住家用,鋼筋混凝土造,74年5月2日,二層,,
RPQPMLPKJIJGFBH28CC,3,55.10,集合住宅,鋼筋混凝土造,110年9月10日,七層,,
RPQPMLPKJIJGFBH28CC,3,25.32,本共有部分之項目有：防空避難室兼停車空間、水箱、電信室、台電配電場所、發電機室、消防泵浦機房、管理員室、管委會使用空間、梯廳、門廳、無障礙安全梯、機械室、樓梯間等１３項,鋼筋混凝土造,110年9月10日,七層,,
RPVOMLPKJIJGFAH58CC,30,95.78,住家用,鋼筋混凝土造,84年1月21日,十六層,,
RPVOMLPKJIJGFAH58CC,30,30.43,共有部份,鋼筋混凝土造,84年1月21日,十六層,,
RPTOMLPKJIJGFBH48CC,29,88.48,住家用,鋼筋混凝土造,84年9月7日,七層,,
RPTOMLPKJIJGFBH48CC,29,12.24,共有部份,鋼筋混凝土造,84年9月7日,七層,,
RPTOMLPKJIJGFBH48CC,29,17.03,共有部份,鋼筋混凝土造,84年9月7日,七層,,
RPPOMLPKJIJGFBH08CC,35,20.17,住家用,鋼筋混凝土造,78年5月20日,七層,,
RPPOMLPKJIJGFBH08CC,35,2.99,共有部份,鋼筋混凝土造,78年5月20日,七層,,
RPPOMLPKJIJGFBH08CC,35,5.67,共有部份,鋼筋混凝土造,78年5月20日,七層,,
RPROMLPKJIJGFBH28CC,31,45.39,辦公室,鋼筋混凝土造,82年7月22日,十五層,,
RPVOMLPKJIJGFBH68CC,1,85.18,集合住宅,鋼筋混凝土造,113年5月15日,十五層,,
RPVOMLPKJIJGFBH68CC,1,79.26,本共有部分之項目有：停車空間、防空避難室兼停車空間、集合住宅（附屬管委會空間）、樓梯間、機械室、水箱等六項,鋼筋混凝土造,113年5月15日,十五層,,
RPROMLPKJIJGFBH28CC,31,9.05,共有部份,鋼筋混凝土造,82年7月22日,十五層,,
