鄉鎮市區,交易標的,土地位置建物門牌,土地移轉總面積平方公尺,都市土地使用分區,非都市土地使用分區,非都市土地使用編定,交易年月日,交易筆棟數,移轉層次,總樓層數,建物型態,主要用途,主要建材,建築完成年月,建物移轉總面積平方公尺,建物現況格局-房,建物現況格局-廳,建物現況格局-衛,建物現況格局-隔間,有無管理組織,總價元,單價元平方公尺,車位類別,車位移轉總面積平方公尺,車位總價元,備註,編號,建案名稱,棟及號,解約情形
士林區,房地(土地+建物)+車位,臺北市士林區福志里中山北路五段698巷,21.77,住,,,1130606,土地5建物1車位1,七層,10,華廈(10層含以下有電梯),住家用,見其他登記事項,,145.92,3,2,2,有,無,44500000,354628,其他,29.46,3200000,,RPWNMLRLOHJGFEA88CB,中山北美,A1-7F號,
士林區,房地(土地+建物)+車位,臺北市士林區福志里中山北路五段686號,24.32,商,,,1130604,土地17建物1車位2,十四層,15,住宅大樓(11層含以上有電梯),住家用,鋼骨鋼筋混凝土造,,270.22,4,2,3,有,無,78850000,365416,坡道平面,72.5,6600000,,RPXNMLRLOHJGFEA98CB,碩樺Artist,A1-14F號,
文山區,房地(土地+建物)+車位,臺北市文山區秀明路一段７號旁,17.84,住,,,1130601,土地9建物1車位1,二層,14,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,140.56,3,2,2,有,無,32900000,279524,坡道平面,35.56,3550000,,RPPNMLSLOHJGFAA87CB,安家湛,B棟B2-2F號,
文山區,房地(土地+建物)+車位,臺北市文山區秀明路一段７號旁,13.83,住,,,1130602,土地9建物1車位1,十三層,14,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,116.86,2,2,2,有,無,26550000,285363,坡道平面,35.56,3350000,,RPQNMLSLOHJGFAA97CB,安家湛,B棟B6-13F號,
文山區,房地(土地+建物),臺北市文山區秀明路一段７號旁,13.13,住,,,1130602,土地9建物1車位0,七層,14,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,77.25,2,2,2,有,無,20880000,270291,,0.0,0,,RPRNMLSLOHJGFAA08CB,安家湛,B棟B7-7F號,
文山區,房地(土地+建物)+車位,臺北市文山區秀明路一段７號旁,13.15,住,,,1130602,土地9建物1車位1,十四層,14,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,112.81,2,2,2,有,無,25380000,282589,坡道平面,35.56,3550000,,RPSNMLSLOHJGFAA18CB,安家湛,B棟B7-14F號,
中山區,房地(土地+建物)+車位,臺北市中山區民生東路二段及新生北路二段,11.57,商,,,1130603,土地7建物1車位1,四層,15,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,152.64,3,2,2,有,無,51920000,392778,坡道平面,30.51,3950000,,RPTNMLSLOHJGFCA48CB,佳元當代美術館,B-4F號,
中山區,房地(土地+建物),臺北市中山區民生東路二段新生北路二段,10.47,商,,,1130603,土地7建物1車位0,六層,15,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,110.56,3,2,2,有,無,43790000,396075,,0.0,0,,RPUNMLSLOHJGFCA58CB,佳元當代美術館,F-6F號,
中山區,房地(土地+建物)+車位,臺北市中山區民生東路二段及新生北路二段,11.49,商,,,1130531,土地7建物1車位1,三層,15,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,151.75,3,2,2,有,無,51740000,397064,坡道平面,30.51,3600000,,RPVNMLSLOHJGFCA68CB,佳元當代美術館,B-3F號,
中山區,房地(土地+建物)+車位,臺北市中山區民生東路二段及新生北路二段,10.65,商,,,1130602,土地7建物1車位1,十四層,15,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,142.91,3,2,2,有,無,50880000,420641,坡道平面,30.51,3600000,,RPWNMLSLOHJGFCA78CB,佳元當代美術館,F-14F號,
信義區,房地(土地+建物),臺北市信義區基隆路二段２３號旁,4.47,商,,,1130601,土地19建物1車位0,八層,24,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,56.13,1,1,1,有,無,29310000,522181,,0.0,0,,RPPNMLSLOHJGFDA18CB,華誼信義-閱翠,F-8F號,
信義區,房地(土地+建物),臺北市信義區基隆路二段２３號旁,4.47,商,,,1130601,土地19建物1車位0,十一層,24,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,56.11,1,1,1,有,無,29460000,525040,,0.0,0,,RPQNMLSLOHJGFDA28CB,華誼信義-閱翠,F-11F號,
信義區,房地(土地+建物),臺北市信義區基隆路二段２２號旁,7.64,商,,,1130602,土地15建物1車位0,五層,24,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,108.68,2,2,2,有,無,50670000,466231,,0.0,0,,RPRNMLSLOHJGFDA38CB,華誼信義-閱明,A5-5F號,
大安區,房地(土地+建物)+車位,臺北市大安區樂業街94巷,23.4,住,,,1130609,土地28建物1車位1,十三層,16,住宅大樓(11層含以上有電梯),住家用,鋼骨鋼筋混凝土造,,170.91,3,2,2,有,無,59800000,410591,坡道平面,33.06,3200000,,RPPNMLSLOHJGFFA38CB,全坤御峰,B棟B2-13F號,
大安區,房地(土地+建物)+車位,臺北市大安區樂業街94巷,20.28,住,,,1130608,土地28建物1車位1,八層,16,住宅大樓(11層含以上有電梯),住家用,鋼骨鋼筋混凝土造,,152.5,3,2,2,有,無,50310000,390238,坡道平面,33.06,3700000,,RPQNMLSLOHJGFFA48CB,全坤御峰,B棟B8-8F號,
大安區,房地(土地+建物)+車位,臺北市大安區樂業街94巷,13.67,住,,,1130608,土地28建物1車位1,三層,17,住宅大樓(11層含以上有電梯),住家用,鋼骨鋼筋混凝土造,,113.51,3,2,1,有,無,34240000,385830,坡道平面,33.06,3200000,,RPRNMLSLOHJGFFA58CB,全坤御峰,A棟A2-3F號,
大安區,房地(土地+建物)+車位,臺北市大安區樂業街94巷,13.67,住,,,1130607,土地28建物1車位1,十一層,17,住宅大樓(11層含以上有電梯),住家用,鋼骨鋼筋混凝土造,,113.51,3,2,1,有,無,36780000,419888,坡道平面,33.06,3000000,,RPSNMLSLOHJGFFA68CB,全坤御峰,A棟A2-11F號,
大安區,房地(土地+建物)+車位,臺北市大安區樂業街94巷,23.55,住,,,1130603,土地28建物1車位2,十五層,17,住宅大樓(11層含以上有電梯),住家用,鋼骨鋼筋混凝土造,,204.82,3,2,2,有,無,65080000,424513,坡道平面,66.12,6200000,露台坪數約3.65坪,RPTNMLSLOHJGFFA78CB,全坤御峰,A棟A5-15F號,
大安區,房地(土地+建物)+車位,臺北市大安區樂業街94巷,20.22,住,,,1130606,土地28建物1車位2,十四層,17,住宅大樓(11層含以上有電梯),住家用,鋼骨鋼筋混凝土造,,185.32,3,2,2,有,無,53660000,394799,坡道平面,66.12,6600000,,RPUNMLSLOHJGFFA88CB,全坤御峰,A棟A1-14F號,
大安區,房地(土地+建物)+車位,臺北市大安區樂業街94巷,13.67,住,,,1130606,土地28建物1車位1,十四層,17,住宅大樓(11層含以上有電梯),住家用,鋼骨鋼筋混凝土造,,113.51,3,2,1,有,無,35900000,403978,坡道平面,33.06,3400000,,RPVNMLSLOHJGFFA98CB,全坤御峰,A棟A2-14F號,
大安區,房地(土地+建物)+車位,臺北市大安區樂業街94巷,13.67,住,,,1130604,土地28建物1車位1,九層,16,住宅大樓(11層含以上有電梯),住家用,鋼骨鋼筋混凝土造,,113.51,3,2,1,有,無,36600000,412679,坡道平面,33.06,3400000,,RPWNMLSLOHJGFFA09CB,全坤御峰,B棟B2-9F號,
大安區,房地(土地+建物)+車位,臺北市大安區古風里泰順街62巷與辛亥路一段77巷巷口,8.73,住,,,1130601,土地27建物1車位1,二層,21,住宅大樓(11層含以上有電梯),住家用,鋼骨鋼筋混凝土造,,101.12,1,2,1,有,無,31650000,461069,坡道平面,40.5,3700000,,RPXNMLSLOHJGFFA56CB,文与堂,A棟A5-02F號,
大安區,房地(土地+建物)+車位,臺北市大安區古風里泰順街62巷與辛亥路一段77巷巷口,22.09,住,,,1130601,土地27建物1車位1,九層,21,住宅大樓(11層含以上有電梯),住家用,鋼骨鋼筋混凝土造,,193.96,3,2,2,有,無,75800000,469829,坡道平面,40.5,3700000,,RPOOMLSLOHJGFFA38CB,文与堂,A棟A3-09F號,
大安區,房地(土地+建物)+車位,臺北市大安區古風里泰順街62巷與辛亥路一段77巷巷口,25.44,住,,,1130603,土地27建物1車位2,四層,21,住宅大樓(11層含以上有電梯),住家用,鋼骨鋼筋混凝土造,,257.64,3,2,2,有,無,88300000,457994,坡道平面,81.0,7400000,,RPPOMLSLOHJGFFA48CB,文与堂,A棟A1-04F號,
大安區,房地(土地+建物)+車位,臺北市大安區古風里泰順街62巷與辛亥路一段77巷巷口,22.09,住,,,1130603,土地27建物1車位1,八層,21,住宅大樓(11層含以上有電梯),住家用,鋼骨鋼筋混凝土造,,193.96,3,2,2,有,無,75000000,464616,坡道平面,40.5,3700000,,RPQOMLSLOHJGFFA58CB,文与堂,A棟A3-08F號,
士林區,房地(土地+建物)+車位,臺北市士林區至善路一段116巷旁,57.58,住,,,1130628,土地7建物1車位2,八層,11,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,270.39,3,2,2,有,無,66200000,326604,坡道平面,87.6,6500000,,RPPNMLSLOHJGFEA38DB,璞真上善,B棟B1-8F號,
士林區,房地(土地+建物)+車位,臺北市士林區至善路一段116巷旁,57.58,住,,,1130627,土地7建物1車位2,十層,11,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,271.49,3,2,2,有,無,66860000,329668,坡道平面,88.7,6600000,,RPQNMLSLOHJGFEA48DB,璞真上善,B棟B1-10F號,
士林區,房地(土地+建物)+車位,臺北市士林區至善路一段116巷旁,56.7,住,,,1130627,土地7建物1車位2,十層,11,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,268.7,3,2,2,有,無,66490000,332722,坡道平面,88.7,6600000,,RPRNMLSLOHJGFEA58DB,璞真上善,B棟B2-10F號,
士林區,房地(土地+建物)+車位,臺北市士林區至善路一段116巷旁,56.73,住,,,1130628,土地7建物1車位2,三層,11,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,267.71,3,2,2,有,無,63770000,317972,坡道平面,87.6,6500000,,RPSNMLSLOHJGFEA68DB,璞真上善,B棟B2-3F號,
中正區,房地(土地+建物)+車位,臺北市中正區南海路70號,17.15,住,,,1130627,土地15建物1車位1,十二層,20,住宅大樓(11層含以上有電梯),住家用,鋼骨鋼筋混凝土造,,184.86,3,2,2,有,無,52970000,345404,坡道平面,39.61,2800000,,RPPNMLTLOHJGFAA97CB,雍雋品,Ｃ棟12F號,
中正區,房地(土地+建物)+車位,臺北市中正區龍興里南海路70號,17.47,住,,,1130623,土地15建物1車位1,十九層,20,住宅大樓(11層含以上有電梯),住家用,鋼骨鋼筋混凝土造,,187.53,3,2,2,有,無,63300000,405625,坡道平面,39.61,3300000,,RPQNMLTLOHJGFAA08CB,雍雋品,Ｃ棟19F號,
信義區,房地(土地+建物),臺北市信義區基隆路一段,5.93,商,,,1130607,土地10建物1車位0,十八層,23,住宅大樓(11層含以上有電梯),住家用,鋼骨鋼筋混凝土造,,82.38,2,2,1,有,無,36510000,443190,,0.0,0,,RPPNMLTLOHJGFDA28CB,吉祥．如藝,B棟5號,
士林區,房地(土地+建物)+車位,臺北市士林區至善路一段116巷旁,60.47,住,,,1130629,土地7建物1車位1,六層,10,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,,236.32,3,2,3,有,無,69030000,342397,坡道平面,44.35,3300000,,RPPNMLTLOHJGFEA48DB,璞真上善,A棟A2-6F號,
信義區,房地(土地+建物),臺北市信義區基隆路一段,7.23,商,,,1130605,土地10建物1車位0,二十二層,23,住宅大樓(11層含以上有電梯),住家用,鋼骨鋼筋混凝土造,,100.32,2,2,1,有,無,42790000,426535,,0.0,0,,RPPNMLKMOHJGFDA47CB,吉祥．如藝,A棟6號,
信義區,房地(土地+建物)+車位,臺北市信義區基隆路一段,8.49,商,,,1130609,土地10建物1車位1,十九層,23,住宅大樓(11層含以上有電梯),住家用,鋼骨鋼筋混凝土造,,145.57,3,2,2,有,無,54840000,432554,坡道平面,27.92,3950000,,RPQNMLKMOHJGFDA57CB,吉祥．如藝,B棟1號,
信義區,房地(土地+建物)+車位,臺北市信義區基隆路一段,8.49,商,,,1130606,土地10建物1車位2,十二層,23,住宅大樓(11層含以上有電梯),住家用,鋼骨鋼筋混凝土造,,173.49,3,2,2,有,無,54750000,399915,坡道平面,55.84,7700000,,RPRNMLKMOHJGFDA67CB,吉祥．如藝,A棟1號,
文山區,房地(土地+建物),臺北市文山區羅斯福路六段304號,13.03,商,,,1130622,土地5建物1車位0,七層,13,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,88.43,2,2,1,有,無,28850000,326247,,0.0,0,,RPPNMLLJPHJGFAA07CB,丰景,7F-B7號,
文山區,房地(土地+建物)+車位,臺北市文山區羅斯福路六段304號,12.88,商,,,1130611,土地5建物1車位1,八層,13,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,125.51,2,2,1,有,無,31250000,326883,升降平面,38.17,2700000,,RPQNMLLJPHJGFAA17CB,丰景,8F-C8號,
中正區,車位,臺北市中正區龍興里南海路70號,0.0,,,,1130623,土地0建物0車位1,地下四層,20,住宅大樓(11層含以上有電梯),住家用,鋼骨鋼筋混凝土造,,0.0,0,0,0,無,無,3000000,,坡道平面,39.61,3000000,,RPRNMLLJPHJGFAA27CB,雍雋品,0號,
中正區,車位,臺北市中正區龍興里南海路70號,0.0,,,,1130623,土地0建物0車位1,地下四層,20,住宅大樓(11層含以上有電梯),住家用,鋼骨鋼筋混凝土造,,0.0,0,0,0,無,無,3000000,,坡道平面,39.61,3000000,,RPSNMLLJPHJGFAA37CB,雍雋品,0號,
中正區,車位,臺北市中正區龍興里南海路70號,0.0,,,,1130623,土地0建物0車位1,地下四層,20,住宅大樓(11層含以上有電梯),住家用,鋼骨鋼筋混凝土造,,0.0,0,0,0,無,無,3000000,,坡道平面,39.61,3000000,,RPTNMLLJPHJGFAA47CB,雍雋品,0號,
中正區,房地(土地+建物)+車位,臺北市中正區漢口街一段77號,4.39,商,,,1130602,土地1建物1車位1,十三層,15,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,69.15,1,1,1,有,無,21750000,343598,塔式車位,11.67,2000000,,RPPNMLLJPHJGFBA17CB,品嘉77,C號,
內湖區,房地(土地+建物),臺北市內湖區文德路22巷44弄130號,15.88,住,,,1130617,土地14建物1車位0,四層,11,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,81.18,2,1,2,有,無,25500000,314117,,0.0,0,本戶有一個車位，113年6月17日簽約，金額為285萬，未列入在本戶成交資訊,RPPNMLLJPHJGFCA27CB,德孚昀品,A-4F號,
中山區,房地(土地+建物),臺北市中山區遼寧街105巷36號,6.69,住,,,1130620,土地3建物1車位0,二層,9,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,,35.09,1,0,1,有,無,14860000,423482,,0.0,0,,RPQNMLLJPHJGFCA37CB,TWIN LINE,A-2F號,
中山區,房地(土地+建物)+車位,臺北市中山區遼寧街105巷36號,12.69,住,,,1130625,土地3建物1車位1,五層,9,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,,91.47,1,1,1,有,無,30300000,419928,塔式車位,25.03,2400000,,RPRNMLLJPHJGFCA47CB,TWIN LINE,B-5F號,
中山區,房地(土地+建物)+車位,臺北市中山區遼寧街105巷36號,11.72,住,,,1130623,土地3建物1車位1,五層,9,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,,86.41,1,1,1,有,無,28000000,417074,塔式車位,25.03,2400000,,RPSNMLLJPHJGFCA57CB,TWIN LINE,Ｃ-5F號,
中山區,房地(土地+建物),臺北市中山區遼寧街105巷36號,8.86,住,,,1130625,土地3建物1車位0,二層,9,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,,46.44,1,1,1,有,無,19360000,416882,,0.0,0,,RPTNMLLJPHJGFCA67CB,TWIN LINE,D-2F號,
中山區,房地(土地+建物),臺北市中山區遼寧街105巷36號,8.86,住,,,1130626,土地3建物1車位0,四層,9,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,,46.44,1,1,1,有,無,19500000,419897,,0.0,0,,RPUNMLLJPHJGFCA77CB,TWIN LINE,D-4F號,
中山區,房地(土地+建物),臺北市中山區中山區新生里新生北路二段137巷1號旁,8.36,住,,,1130622,土地16建物1車位0,四層,15,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,76.42,2,1,1,有,無,25980000,339963,,0.0,0,,RPVNMLLJPHJGFCA87CB,鼎吉中山,A9-4F號,
中山區,房地(土地+建物),臺北市中山區中山區新生里新生北路二段137巷1號旁,8.36,住,,,1130608,土地16建物1車位0,三層,15,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,76.42,2,1,1,有,無,25790000,337477,,0.0,0,,RPWNMLLJPHJGFCA97CB,鼎吉中山,A9-3F號,
中山區,房地(土地+建物),臺北市中山區中山區新生里新生北路二段137巷1號旁,8.36,住,,,1130612,土地16建物1車位0,二層,15,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,76.42,2,1,1,有,無,25500000,333682,,0.0,0,,RPXNMLLJPHJGFCA08CB,鼎吉中山,A9-2F號,
中山區,房地(土地+建物)+車位,臺北市中山區中山區新生里新生北路二段137巷1號旁,8.37,住,,,1130616,土地16建物1車位1,十二層,15,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,102.92,2,1,2,有,無,30880000,368077,坡道平面,26.36,2700000,,RPOOMLLJPHJGFCA27CB,鼎吉中山,A8-12F號,
中山區,房地(土地+建物),臺北市中山區中山區新生里新生北路二段137巷1號旁,12.59,住,,,1130622,土地16建物1車位0,十三層,15,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,115.1,3,1,2,有,無,42880000,372546,,0.0,0,,RPPOMLLJPHJGFCA37CB,鼎吉中山,A7-13F號,
南港區,房地(土地+建物)+車位,臺北市南港區昆陽街,14.58,住,,,1130623,土地6建物1車位1,十四層,14,住宅大樓(11層含以上有電梯),住商用,鋼筋混凝土造,,113.2,2,2,1,有,無,34720000,405592,坡道平面,34.87,2950000,,RPPNMLLJPHJGFDA37CB,豐琚,E/14F號,
南港區,房地(土地+建物)+車位,臺北市南港區昆陽街,21.77,住,,,1130621,土地6建物1車位1,二層,14,住宅大樓(11層含以上有電梯),住商用,鋼筋混凝土造,,155.7,3,2,2,有,無,47950000,379920,坡道平面,38.57,3450000,,RPQNMLLJPHJGFDA47CB,豐琚,C/02F號,
南港區,房地(土地+建物)+車位,臺北市南港區昆陽街,23.93,住,,,1130629,土地6建物1車位1,三層,14,住宅大樓(11層含以上有電梯),住商用,鋼筋混凝土造,,167.19,3,2,2,有,無,52300000,380578,坡道平面,38.57,3350000,,RPRNMLLJPHJGFDA57CB,豐琚,C/03F號,
南港區,房地(土地+建物),臺北市南港區昆陽街,14.61,住,,,1130629,土地6建物1車位0,四層,14,住宅大樓(11層含以上有電梯),住商用,鋼筋混凝土造,,78.62,2,2,1,有,無,29390000,373823,,0.0,0,,RPSNMLLJPHJGFDA67CB,豐琚,B/04F號,
南港區,房地(土地+建物)+車位,臺北市南港區昆陽街,17.93,住,,,1130629,土地6建物1車位1,二層,14,住宅大樓(11層含以上有電梯),住商用,鋼筋混凝土造,,134.93,2,2,1,有,無,40050000,383977,坡道平面,38.57,3050000,,RPTNMLLJPHJGFDA77CB,豐琚,A/02F號,
南港區,房地(土地+建物)+車位,臺北市南港區昆陽街,18.01,住,,,1130622,土地6建物1車位1,二層,14,住宅大樓(11層含以上有電梯),住商用,鋼筋混凝土造,,135.35,2,2,1,有,無,38550000,364745,坡道平面,38.57,3250000,,RPUNMLLJPHJGFDA87CB,豐琚,F/02F號,
南港區,房地(土地+建物),臺北市南港區昆陽街,14.76,住,,,1130629,土地6建物1車位0,十二層,14,住宅大樓(11層含以上有電梯),住商用,鋼筋混凝土造,,79.39,2,2,1,有,無,31690000,399169,,0.0,0,,RPVNMLLJPHJGFDA97CB,豐琚,E/12F號,
南港區,房地(土地+建物)+車位,臺北市南港區昆陽街,21.77,住,,,1130629,土地6建物1車位1,四層,14,住宅大樓(11層含以上有電梯),住商用,鋼筋混凝土造,,155.72,3,2,2,有,無,48000000,383696,坡道平面,38.57,3050000,,RPWNMLLJPHJGFDA08CB,豐琚,C/04F號,
南港區,房地(土地+建物),臺北市南港區昆陽街,14.84,住,,,1130625,土地6建物1車位0,三層,14,住宅大樓(11層含以上有電梯),住商用,鋼筋混凝土造,,79.65,2,2,1,有,無,29630000,372003,,0.0,0,,RPXNMLLJPHJGFDA18CB,豐琚,B/03F號,
南港區,房地(土地+建物),臺北市南港區昆陽街,14.61,住,,,1130629,土地6建物1車位0,二層,14,住宅大樓(11層含以上有電梯),住商用,鋼筋混凝土造,,78.59,2,2,1,有,無,29050000,369640,,0.0,0,,RPOOMLLJPHJGFDA37CB,豐琚,B/02F號,
北投區,房地(土地+建物)+車位,臺北市北投區建民里文承路,36.49,住,,,1130629,土地1建物1車位1,十層,12,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,173.54,3,2,2,有,無,56980000,363024,坡道平面,25.12,3100000,,RPPNMLLJPHJGFEA47CB,新潤潤心,C-10F號,
北投區,房地(土地+建物)+車位,臺北市北投區建民里文承路,36.49,住,,,1130629,土地1建物1車位1,三層,12,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,173.54,3,2,2,有,無,55520000,353861,坡道平面,25.12,3000000,,RPQNMLLJPHJGFEA57CB,新潤潤心,C-3F號,
北投區,房地(土地+建物)+車位,臺北市北投區建民里文承路,21.16,住,,,1130701,土地1建物1車位1,十層,12,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,111.22,2,2,2,有,無,33720000,353310,坡道平面,25.12,3300000,,RPRNMLLJPHJGFEA67CB,新潤潤心,A-10F號,
大安區,房地(土地+建物),臺北市大安區羅斯福路三段283巷21弄7號,18.06,住,,,1130618,土地1建物1車位0,七層,7,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,,88.63,1,1,2,有,無,38700000,436647,,0.0,0,,RPPNMLLJPHJGFFA57CB,大安得逸,A號,
大安區,房地(土地+建物)+車位,臺北市大安區四維路216巷,18.82,住,,,1130604,土地1建物1車位1,二層,13,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,125.38,2,2,2,有,無,44460000,423580,坡道平面,27.5,3000000,,RPQNMLLJPHJGFFA67CB,品嘉敦品藏,B-2F號,
中正區,房地(土地+建物),臺北市中正區衡陽路102號,4.65,商,,,1130618,土地7建物1車位0,八層,22,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,73.44,2,2,1,有,無,28000000,381264,,0.0,0,,RPPNMLMJPHJGFBA27CB,全坤衡峰,A12-8F號,
中正區,房地(土地+建物)+車位,臺北市中正區衡陽路102號,7.96,商,,,1130618,土地7建物1車位1,七層,22,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,151.47,3,2,2,有,無,51050000,380646,坡道平面,25.5,3100000,,RPQNMLMJPHJGFBA37CB,全坤衡峰,A3-7F號,
中正區,房地(土地+建物)+車位,臺北市中正區衡陽路102號,5.28,商,,,1130615,土地7建物1車位1,十七層,22,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,96.15,2,2,1,有,無,35800000,402636,塔式車位,12.7,2200000,,RPRNMLMJPHJGFBA47CB,全坤衡峰,A3-17F號,
中正區,房地(土地+建物),臺北市中正區衡陽路102號,4.79,商,,,1130618,土地7建物1車位0,十六層,22,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,75.73,2,2,1,有,無,33300000,439720,,0.0,0,本戶露臺戶6.36坪,RPSNMLMJPHJGFBA57CB,全坤衡峰,A1-16F號,
中正區,房地(土地+建物),臺北市中正區衡陽路102號,5.24,商,,,1130615,土地7建物1車位0,九層,22,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,82.95,2,2,1,有,無,32500000,391802,,0.0,0,,RPTNMLMJPHJGFBA67CB,全坤衡峰,A2-9F號,
中正區,房地(土地+建物),臺北市中正區衡陽路102號,4.49,商,,,1130615,土地7建物1車位0,三層,22,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,71.15,2,2,1,有,無,26550000,373155,,0.0,0,本戶為露台戶2.58坪,RPUNMLMJPHJGFBA77CB,全坤衡峰,A6-3F號,
中正區,房地(土地+建物)+車位,臺北市中正區衡陽路102號,6.1,商,,,1130618,土地7建物1車位1,二十二層,22,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,122.06,2,2,2,有,無,45580000,440969,坡道平面,25.5,3000000,本戶為露台戶0.24坪,RPVNMLMJPHJGFBA87CB,全坤衡峰,A8-22F號,
中正區,房地(土地+建物)+車位,臺北市中正區衡陽路102號,7.0,商,,,1130615,土地7建物1車位1,四層,22,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,136.26,3,2,2,有,無,45350000,385518,坡道平面,25.5,2650000,,RPXNMLMJPHJGFBA08CB,全坤衡峰,A1-4F號,
中正區,房地(土地+建物)+車位,臺北市中正區衡陽路102號,7.52,商,,,1130618,土地7建物1車位1,七層,22,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,144.54,3,2,2,有,無,49500000,389785,坡道平面,25.5,3100000,,RPOOMLMJPHJGFBA27CB,全坤衡峰,A1-7F號,
中正區,房地(土地+建物)+車位,臺北市中正區衡陽路102號,6.09,商,,,1130621,土地7建物1車位1,十五層,22,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,109.19,2,2,1,有,無,39380000,385325,塔式車位,12.7,2200000,,RPPOMLMJPHJGFBA37CB,全坤衡峰,A7-15F號,
中正區,房地(土地+建物)+車位,臺北市中正區衡陽路102號,6.35,商,,,1130620,土地7建物1車位1,十七層,22,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,125.89,2,2,2,有,無,43200000,402431,坡道平面,25.5,2800000,,RPQOMLMJPHJGFBA47CB,全坤衡峰,A8-17F號,
中正區,房地(土地+建物)+車位,臺北市中正區衡陽路102號,6.78,商,,,1130618,土地7建物1車位1,十四層,22,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,132.63,3,2,2,有,無,45150000,394847,坡道平面,25.5,2850000,,RPROMLMJPHJGFBA57CB,全坤衡峰,A3-14F號,
中正區,房地(土地+建物),臺北市中正區衡陽路102號,4.65,商,,,1130622,土地7建物1車位0,十層,22,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,73.44,2,2,1,有,無,28260000,384804,,0.0,0,,RPTOMLMJPHJGFBA77CB,全坤衡峰,A12-10F號,
中正區,房地(土地+建物),臺北市中正區衡陽路102號,4.62,商,,,1130615,土地7建物1車位0,三層,22,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,72.98,2,2,1,有,無,26900000,368594,,0.0,0,本戶為露台戶1.37坪,RPUOMLMJPHJGFBA87CB,全坤衡峰,A5-3F號,
中正區,房地(土地+建物)+車位,臺北市中正區衡陽路102號,5.86,商,,,1130622,土地7建物1車位1,十五層,22,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,105.37,2,2,1,有,無,39080000,396892,塔式車位,12.7,2300000,,RPVOMLMJPHJGFBA97CB,全坤衡峰,A9-15F號,
中正區,房地(土地+建物),臺北市中正區衡陽路102號,5.24,商,,,1130619,土地7建物1車位0,十層,22,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,82.95,2,2,1,有,無,32700000,394213,,0.0,0,,RPWOMLMJPHJGFBA08CB,全坤衡峰,A2-10F號,
